end,y,delta,delta_window,c_max_fa,c_max_re,c_max_fo,c_max,c_w_max,c_min_fa,c_min_re,c_min_fo,c_min,c_w_min,c_avg,c_w_avg,fa_avg,re_avg,fo_avg,c_med,c_big_c,c_big_fa,c_big_re,c_big_fo,c_small_c,c_small_fa,c_small_re,c_small_fo,fa_big_c,re_big_c,fo_big_c,c_max_fa_window,c_max_re_window,c_max_fo_window,c_max_window,c_w_max_window,c_min_fa_window,c_min_re_window,c_min_fo_window,c_min_window,c_w_min_window,c_avg_window,c_w_avg_window,fa_avg_window,re_avg_window,fo_avg_window,c_med_window,c_big_c_window,c_big_fa_window,c_big_re_window,c_big_fo_window,c_small_c_window,c_small_fa_window,c_small_re_window,c_small_fo_window,fa_big_c_window,re_big_c_window,fo_big_c_window
03011140,-37.7,27.7,-47.6,0,261,26,0.6369,2.204609503695378,0,0,156,-0.7783,-0.0,0.1661,1.0270061997692348,1.1428571428571428,84.35714285714286,863.8571428571429,0.38155,0.6369,0.0,261.0,89.25,-0.48345,0.0,24.75,227.75,1.2633172693639563,2.904977399607092,1.134437447553331,0,0,79,0.9219,0.0,0,0,156,-0.7783,-0.0,0.274132,0.9235826795889072,1.12,55.3,1804.86,0.4019,0.56370625,1.875,156.0,1867.375,-0.17523125,0.4375,12.1875,1061.25,0.7362479291229159,2.088743707295154,0.9944760286529061
03011150,-15.9,-37.7,-10.1,0,0,641,0.743,0.0,0,13,639,-0.6486,-2.0860542637142663,0.18013749999999998,0.4699976346759935,2.125,65.83333333333333,15074.708333333334,0.39185,0.529425,3.0,176.75,29907.875,-0.2603375,3.25,15.875,13470.75,0.2599688351375018,1.6391254693006179,-0.2375635493654838,0,0,641,0.743,0.0,0,0,156,-0.7783,-0.0,0.21435593220338983,0.7173916228621067,1.4576271186440677,64.94915254237289,7069.237288135593,0.4019,0.5485631578947368,2.473684210526316,166.73684210526315,13265.473684210527,-0.24689473684210525,1.631578947368421,12.68421052631579,6302.210526315789,0.5014377370701906,1.7271865070582324,0.16427440983860694
03011200,26.8,-15.9,-53.6,0,0,34,0.7346,0.0,5,1,415,-0.5574,-1.5754779476234857,0.20399333333333333,0.7221829591431675,3.6666666666666665,51.93333333333333,1788.2666666666667,0.3182,0.55796,9.6,147.2,3089.8,-0.15382,1.2,6.4,1569.0,1.1126217196830677,1.0086764461573636,0.970681070213088,0,0,641,0.743,0.0,0,0,156,-0.7783,-0.0,0.1831811320754717,0.6885051776630311,2.30188679245283,66.79245283018868,7560.584905660377,0.3818,0.5626117647058823,5.0588235294117645,147.41176470588235,15579.235294117647,-0.21545882352941179,1.8823529411764706,15.176470588235293,6879.35294117647,0.6766848664171304,1.686186682590023,0.45659640076965946
03011210,-14.2,26.8,10.8,0,0,239,0.8971,0.0,0,99,84,-0.5413,-2.088788928978293,0.25004375,0.46489265310864697,0.0,91.9375,1554.0,0.4019,0.5143,0.0,252.8,110.6,0.0388,0.0,40.0,82.2,0.46489265310864697,1.554944304039137,0.7846775661229246,0,0,239,0.8971,0.0,0,13,639,-0.6486,-2.0860542637142663,0.20697999999999997,0.5372903648929038,1.9272727272727272,69.63636363636364,7517.836363636364,0.3818,0.5352888888888888,4.0,171.27777777777777,14182.666666666666,-0.20642222222222223,1.7777777777777777,19.944444444444443,6503.333333333333,0.5700244295177076,1.4258997043260577,0.1798325380636187
03011220,-4.7,-14.2,12.5,1,0,306,0.8092,0.9602505984530741,2,0,1145,-0.6478,-1.385176673314822,0.31170000000000003,0.7966317697054919,2.227272727272727,72.63636363636364,2505.4545454545455,0.4019,0.5419428571428572,5.428571428571429,157.42857142857142,955.2857142857143,0.007142857142857133,0.7142857142857143,18.428571428571427,470.7142857142857,1.189646579287873,1.2834562433433334,0.8429752749606908,0,0,239,0.8971,0.0,2,0,1145,-0.6478,-1.385176673314822,0.26260377358490566,0.6754136937812583,1.9622641509433962,72.60377358490567,2015.245283018868,0.4019,0.5364588235294118,5.294117647058823,181.58823529411765,1486.3529411764705,-0.25174705882352943,0.6470588235294118,21.235294117647058,627.0588235294117,1.1339289988243744,0.9958717082487425,0.9319619761972846
03011230,-41.6,-4.7,-18.9,0,0,15089,0.743,0.0,0,0,731,-0.8689,-0.0,0.10959,0.4132131554299467,0.5,28.3,6256.6,0.3286,0.48523333333333335,1.3333333333333333,93.0,722.6666666666666,-0.31060000000000004,0.3333333333333333,1.3333333333333333,8586.0,0.26719243502152035,1.249894668658343,-0.3393444964395816,0,0,239,0.8971,0.0,0,0,731,-0.8689,-0.0,0.2490416666666667,0.6061731861991383,1.125,69.83333333333333,2969.7916666666665,0.4019,0.511725,2.875,187.0,749.5,-0.13981875000000002,0.375,20.8125,4286.1875,0.9691045977203261,1.2379553839117632,0.5281162165451824
03011240,-21.7,-41.6,-46.3,0,261,15,0.6369,1.8546049745170903,0,0,3351,-0.29600000000000004,-0.0,0.31401666666666667,1.0054909765946052,0.3888888888888889,89.5,4570.5,0.39185,0.5556333333333333,0.0,193.5,12104.333333333334,0.11868333333333332,0.0,0.0,887.0,0.8808974883226766,1.895506318045034,0.9207626393208322,1,0,306,0.8092,0.9602505984530741,0,0,731,-0.8689,-0.0,0.272112,0.7951373613304635,1.22,69.84,3999.1,0.4019,0.5390625,2.625,180.5625,5127.8125,-0.014731250000000005,0.375,8.3125,6535.5625,0.9610857695932672,1.6134086200074016,0.7382186621857435
03011250,-3.4,-21.7,-63.3,0,0,4619,0.9081,0.0,5,0,408,-0.3612,-0.9824024329601311,0.34025263157894736,0.9421774641193905,0.42105263157894735,90.15789473684211,1008.578947368421,0.4019,0.48561666666666664,0.0,273.6666666666667,245.66666666666666,0.0891,0.8333333333333334,0.0,1643.3333333333333,-0.12804220724676257,2.5156312217637593,0.6813610600729434,0,0,4619,0.9081,0.0,0,0,731,-0.8689,-0.0,0.28112765957446806,0.8538795947078889,0.425531914893617,76.74468085106383,3489.31914893617,0.4019,0.5184133333333334,0.26666666666666666,206.66666666666666,5081.066666666667,-0.009320000000000007,0.4,0.26666666666666666,3783.3333333333335,0.1718592894375716,2.134539572825787,0.41638913608759326
03011300,0.7,-3.4,-25.1,0,0,115,0.6597,0.0,0,99,73,-0.5413,-2.023630259780755,0.34653076923076925,0.48318215269208414,1.4615384615384615,35.0,1866.0,0.4215,0.538525,2.5,66.0,2931.5,0.04589999999999998,0.0,44.75,135.0,1.2638820768001828,-0.21673190170695195,1.1348721885470148,0,0,4619,0.9081,0.0,0,99,73,-0.5413,-2.023630259780755,0.33244,0.8456315476393681,0.68,75.58,2513.8,0.4019,0.51120625,0.3125,216.3125,4869.875,0.07568124999999999,0.3125,11.1875,1269.5625,0.7049719318801702,1.6296424936288545,0.7219136701221996
03011310,-5.4,0.7,-2.7,0,85,19,0.8519,2.144096431860491,0,10,26,-0.4215,-0.6282928542248928,0.2859,1.2834346301705404,0.9090909090909091,56.45454545454545,1682.1818181818182,0.4404,0.5892333333333334,3.3333333333333335,174.0,4296.666666666667,-0.22583333333333333,0.0,3.3333333333333335,52.666666666666664,2.6481910963733886,3.577249459548842,1.096048451895622,0,0,4619,0.9081,0.0,0,99,73,-0.5413,-2.023630259780755,0.32824651162790697,0.8907097845381735,0.8604651162790697,64.86046511627907,1440.1162790697674,0.4215,0.5346214285714286,1.2142857142857142,181.85714285714286,1871.5714285714287,0.02082857142857142,0.35714285714285715,13.5,1233.2857142857142,0.8817012926852413,1.8729630243710649,1.05726154637562
03011320,-31.0,-5.4,-4.8,1,0,379,0.9531,1.1731418029150864,0,99,213,-0.5413,-2.522905951027834,0.43340833333333334,0.8895126497131897,1.5833333333333333,86.91666666666667,1797.75,0.47240000000000004,0.54365,4.25,78.25,1690.25,0.13095,0.25,24.75,3542.25,0.963580631150888,0.48226083808539877,1.3671780449689432,1,0,379,0.9531,1.1731418029150864,0,99,213,-0.5413,-2.522905951027834,0.35696388888888886,0.8631472420397587,1.3333333333333333,58.861111111111114,1787.0833333333333,0.4373,0.5594416666666667,2.8333333333333335,128.75,2612.5833333333335,-0.06180833333333333,0.08333333333333333,24.0,1445.1666666666667,1.2091881442045367,1.2890273295357761,1.4566537485179474
03011330,-14.4,-31.0,-36.4,0,3,5867,0.4588,1.0409516466738526,17,1,8449,-0.8225,-5.026607513651162,-0.109575,-0.4982069833721636,2.125,0.5,10719.5,-0.0769,0.0,0.0,1.5,3850.5,-0.2005,8.5,0.5,4261.0,-5.026607513651162,-1.9928279334886545,0.0,1,0,379,0.9531,1.1731418029150864,17,1,8449,-0.8225,-5.026607513651162,0.24094193548387097,0.6711702213373197,1.4838709677419355,53.806451612903224,4059.1290322580644,0.4215,0.61492,2.8,128.2,2009.0,-0.07252,1.8,11.0,1191.2,0.10246509523497815,1.6744592585428197,0.1768938610194864
03011340,51.7,-14.4,-45.3,0,6,147,0.7034,1.2900946307335743,1,0,66,-0.128,-0.11152116493780204,0.17318571428571428,0.5364898238136893,0.2857142857142857,12.0,292.0,0.1531,0.5426,0.0,41.0,847.0,-0.0382,0.5,0.0,50.0,0.04806821490147575,1.7937829730277604,1.2525644550313502,1,0,379,0.9531,1.1731418029150864,17,1,8449,-0.8225,-5.026607513651162,0.20505925925925925,0.38681202578802926,1.4074074074074074,41.888888888888886,4050.8518518518517,0.29600000000000004,0.5694888888888889,2.0,85.0,1010.5555555555555,-0.08603333333333334,2.111111111111111,11.11111111111111,10239.0,-0.33995486506592437,1.2634417610179036,0.28970953614503603
03011350,14.6,51.7,37.3,1,0,179,0.8908,0.9585350489168805,0,99,749,-0.5413,-3.1125413237478545,0.30946666666666667,0.9432323882745292,5.75,112.58333333333333,1290.0,0.4019,0.50315,11.0,246.75,539.75,-0.13219999999999998,0.25,25.0,1689.25,1.1300702185839733,2.0806948304465704,1.2987801821178737,1,0,179,0.8908,0.9585350489168805,17,1,8449,-0.8225,-5.026607513651162,0.14997407407407407,0.4106874651486247,3.259259259259259,53.2962962962963,3825.185185185185,0.1531,0.5635888888888889,5.0,119.44444444444444,1751.7777777777778,-0.23422222222222222,2.111111111111111,11.11111111111111,8867.777777777777,-0.058598601358902436,1.250729378342235,0.38965957520179245
03011400,-25.8,14.6,66.4,1,0,38045,0.7351,1.6064601786865984,0,0,211,-0.5938,-0.0,0.214836,0.5311483364215589,3.12,36.96,49272.04,0.3612,0.46415,3.0,86.25,152461.0,0.012025,6.375,13.5,1075.875,0.44304168220412093,1.5639773966764834,0.44568785119826765,1,0,179,0.8908,0.9585350489168805,0,0,211,-0.5938,-0.0,0.23401818181818185,0.6443846781029352,3.3863636363636362,53.61363636363637,28393.75,0.3612,0.5010285714285715,4.714285714285714,125.85714285714286,87797.92857142857,-0.18619999999999998,3.7857142857142856,21.857142857142858,760.1428571428571,0.5829107686979865,1.2288845794978214,1.0034435201885386
03011410,-13.0,-25.8,-11.2,0,13,877,0.8519,2.8739882304296938,17,7,4117,-0.7906,-4.638874783919077,0.17591333333333334,0.6852862230122035,21.566666666666666,30.066666666666666,1995.9333333333334,0.2616,0.54513,62.2,68.0,2490.3,-0.37115,2.2,18.4,1214.2,0.48860936040929825,1.4462649388509325,0.36750440407154317,1,0,179,0.8908,0.9585350489168805,17,7,4117,-0.7906,-4.638874783919077,0.21435671641791046,0.6739713994059616,11.850746268656716,47.417910447761194,19509.83582089552,0.3612,0.5172954545454546,31.272727272727273,107.27272727272727,57004.09090909091,-0.22116818181818185,3.3636363636363638,22.272727272727273,1061.8636363636363,0.5377519517393141,1.4140448772649157,0.735234977051623
