end,y,delta,delta_window,c_max_fa,c_max_re,c_max_fo,c_max,c_w_max,c_min_fa,c_min_re,c_min_fo,c_min,c_w_min,c_avg,c_w_avg,fa_avg,re_avg,fo_avg,c_med,c_big_c,c_big_fa,c_big_re,c_big_fo,c_small_c,c_small_fa,c_small_re,c_small_fo,fa_big_c,re_big_c,fo_big_c,c_max_fa_window,c_max_re_window,c_max_fo_window,c_max_window,c_w_max_window,c_min_fa_window,c_min_re_window,c_min_fo_window,c_min_window,c_w_min_window,c_avg_window,c_w_avg_window,fa_avg_window,re_avg_window,fo_avg_window,c_med_window,c_big_c_window,c_big_fa_window,c_big_re_window,c_big_fo_window,c_small_c_window,c_small_fa_window,c_small_re_window,c_small_fo_window,fa_big_c_window,re_big_c_window,fo_big_c_window
03071040,-9.9,2.8,12.7,1,0,5694,0.4404,0.789120117460945,0,0,41,-0.4939,-0.0,0.10256666666666668,0.2630400391536483,0.3333333333333333,0.0,1921.3333333333333,0.3612,0.4404,1.0,0.0,5694.0,0.3612,0.0,0.0,29.0,0.789120117460945,0.2630400391536483,0.789120117460945,2,0,1254,0.873,1.8907949231244199,0,0,41,-0.4939,-0.0,0.31496363636363633,0.4410771370950383,1.0909090909090908,0.2727272727272727,2468.090909090909,0.3612,0.5132333333333333,2.6666666666666665,0.6666666666666666,8048.0,0.07616666666666667,1.0,0.0,23.333333333333332,0.9861635423097725,0.849166333540241,1.2492035814634208
03071050,7.1,-9.9,-7.1,0,58,6518,0.9509,6.422711474946849,0,0,338,-0.3086,-0.0,0.5016,1.565899598409181,0.5714285714285714,8.571428571428571,1630486.142857143,0.5719,0.7614,1.0,29.0,5699739.0,0.15190000000000003,0.0,0.0,401.0,1.6950869971672273,3.6167068638352484,1.8157644217000013,0,58,6518,0.9509,6.422711474946849,0,0,41,-0.4939,-0.0,0.45159230769230774,1.0978345532865552,0.7692307692307693,4.6923076923076925,878521.9230769231,0.4404,0.704325,1.0,15.0,2852869.0,0.04277500000000002,0.0,0.0,218.0,1.3751854078154298,2.6213502303153606,2.710840108951949
03071100,-1.4,7.1,-2.8,0,58,4976,0.9509,6.22533555873332,0,0,931,0.3182,0.0,0.55115,1.957580778506329,0.25,14.5,2849720.0,0.46775,0.9509,0.0,58.0,4976.0,0.4588,0.0,0.0,13.0,1.6049875552919959,6.22533555873332,1.6049875552919959,0,58,4976,0.9509,6.22533555873332,0,0,41,-0.4939,-0.0,0.43025,1.3986243157393237,0.42857142857142855,8.428571428571429,1629860.5,0.4496,0.7376,0.75,29.0,5699353.5,0.2702,0.0,0.0,436.5,1.4460704167718488,4.486249762134606,2.9148069684097115
03071110,-5.6,-1.4,5.7,0,58,62433,0.9509,8.075024930638858,1,1,215,-0.29600000000000004,-0.4160224367313438,0.6069222222222223,1.6759837711511778,0.4444444444444444,13.444444444444445,5071088.666666667,0.7845,0.7313999999999999,0.3333333333333333,40.0,3818531.3333333335,0.4519666666666667,0.3333333333333333,0.3333333333333333,7595378.333333333,1.843015781690086,4.434597285135752,1.5840330273851322,0,58,4976,0.9509,6.22533555873332,0,0,338,-0.3086,-0.0,0.558905,1.6937737121625092,0.45,11.95,3422604.05,0.59215,0.7779833333333332,0.5,39.333333333333336,3810008.0,0.45754999999999996,0.16666666666666666,0.16666666666666666,3797923.8333333335,1.2548259230284091,3.8355926469490265,1.529652204687291
03071120,2.8,-5.6,-7.1,0,1,340,0.8074,0.6155900510748055,1,0,290,0.3657,0.4299080387560565,0.6163500000000001,0.4666690896416716,0.6666666666666666,0.3333333333333333,377.5,0.6686000000000001,0.8074,1.0,1.0,268.0,0.6686000000000001,0.0,0.0,693.5,0.9357368590408492,1.0285778652002238,0.30779502553740273,0,58,4976,0.9509,6.22533555873332,1,1,215,-0.29600000000000004,-0.4160224367313438,0.5981578947368421,1.3533785048545235,0.47368421052631576,9.526315789473685,3002154.8947368423,0.6369,0.7382,0.6666666666666666,29.833333333333332,3808954.3333333335,0.4456166666666667,0.16666666666666666,0.16666666666666666,1899251.0,0.6607477619547615,2.9728829807373516,2.4053519280143747
03071130,25.4,2.8,-2.8,1,0,6,0.4939,0.1991475117593672,1,0,1063,-0.29600000000000004,-0.42748858349851704,0.12896,0.04074913582626853,1.0,0.4,2082.2,0.3182,0.3182,1.0,1.0,9013.0,-0.29600000000000004,1.0,0.0,1063.0,-0.3255785143923516,0.7576652652628441,0.7576652652628441,0,58,62433,0.9509,8.075024930638858,1,0,1063,-0.29600000000000004,-0.42748858349851704,0.49026,0.9043807078670986,0.65,6.25,2282623.7,0.5594,0.7148166666666667,0.8333333333333334,20.166666666666668,3808137.5,0.16951666666666665,0.6666666666666666,0.3333333333333333,1899933.5,0.7769971836838233,1.904743170914413,2.2641315463428495
03071140,-1.4,25.4,28.3,0,58,12140,0.9509,6.877489062929221,0,1,1442,-0.2732,-0.2598224696624592,0.3598666666666666,2.4022854855468965,0.3333333333333333,19.666666666666668,4921.0,0.4019,0.9509,0.0,58.0,12140.0,-0.2732,0.0,1.0,1442.0,0.5891898633739279,6.877489062929221,6.877489062929221,0,58,12140,0.9509,6.877489062929221,1,0,1063,-0.29600000000000004,-0.42748858349851704,0.3873214285714286,0.7293297624015758,0.7142857142857143,4.5,1959.9285714285713,0.4019,0.720975,0.75,15.25,5422.25,-0.11012500000000001,0.75,0.5,708.5,0.6157105733925156,2.423077514648128,1.8438329646324014
03071150,0.0,-1.4,24.0,2,1,75,0.5994,0.8772563346739671,0,2,82,-0.9231,-0.845220773689082,-0.13332000000000002,-0.0890734490313388,1.8,2.2,347.0,-0.2732,0.5994,2.0,1.0,75.0,-0.9231,0.0,2.0,82.0,-0.5443510024038769,-0.5443510024038769,0.31824190526597046,0,58,12140,0.9509,6.877489062929221,0,2,82,-0.9231,-0.845220773689082,0.08136923076923076,0.5357872992781029,1.1538461538461537,5.538461538461538,2069.923076923077,0.2263,0.5676,1.0,15.0,5602.25,-0.441375,2.5,2.0,302.75,0.1912480207851457,1.451539798025558,1.9911304304758835
03071200,1.4,0.0,-1.4,1,0,654,0.6908,0.9282200728914511,0,2,82,-0.8885,-0.8135398737111357,0.2454285714285714,0.5272408151304006,1.0,0.8571428571428571,1628510.857142857,0.4215,0.5561499999999999,1.0,0.0,5696807.0,-0.40564999999999996,0.0,2.0,82.0,0.7594292675274995,-0.3714265050882636,1.1227008700823449,0,58,12140,0.9509,6.877489062929221,0,2,82,-0.9231,-0.845220773689082,0.14206666666666665,0.6968116611597867,1.1333333333333333,5.066666666666666,761071.6,0.2732,0.58716,1.4,11.8,2281923.8,-0.5307999999999999,1.4,2.2,459.8,0.6541800252189831,1.1817053911229576,1.8860784365609011
03071210,-5.6,1.4,1.4,0,0,11392960,0.7579,0.0,1,0,11392960,-0.1513,-0.5094076297790622,0.28858,0.23922059563828563,2.2,2.4,4561157.4,0.3612,0.5267,0.0,2.0,19643.0,-0.1513,1.0,0.0,11392960.0,0.7489505758278119,-0.1223276386188586,0.0,0,0,11392960,0.7579,0.0,0,2,82,-0.9231,-0.845220773689082,0.1467235294117647,0.2612600846439728,1.588235294117647,1.7058823529411764,2012182.2352941176,0.2732,0.50232,1.4,0.6,2283424.4,-0.50642,1.6,2.0,2278763.4,0.5201428886305802,-0.016617787741272764,0.5629763562294329
